user_message,expected_message,generated_message
"B1: Zastoji Na štajerski avtocesti: - od Lukovice proti Ljubljani; - pred Izvozom Maribor center proti Šentilju; - med Slovensko Bistrico in Framom proti Mariboru. Na dolenjski avtocesti od Grosuplja proti Ljubljani. Na primorski avtocesti mimo Vrhnike proti Ljubljani. Na gorenjski avtocesti med Šmartnim in Brodom proti Ljubljani. Na ljubljanski obvoznici od Zadobrove proti Tomačevem. Na cestah Medno - Ljubljana, Mengeš - Trzin - Ljubljana in Pijava Gorica - Škofljica. Delo na cesti Na gorenjski avtocesti je spremenjena prometna ureditev med Kosezami in Šentvidom. Več o delovnih zaporah v prometni napovedi.",Zaradi okvare tovornega vozila je na primorski avtocesti promet oviran na izvozu Lom iz smeri Kopra.,Generation failed
B1: Nesreče Zaradi prometne nesreče ja zaprta štajerska avtocesta med Blagovico in Trojanami proti Mariboru. Obvoz je možen po vzporedni regionalni cesti preko priključkov Blagovica in Trojane. Zastoji Na štajerski avtocesti je pred priključkom Blagovica proti Mariboru nastal krajši zastoj.,Zaradi prometne nesreče je zaprta štajerska avtocesta med Blagovico in Trojanami proti Mariboru. Obvoz je mogoč po regionalni cesti med priključkoma Blagovica in Trojane. Zaradi del je zaprt prehitevalni pas na vipavski hitri cesti pred mejnim prehodom Vrtojba proti Italiji. Cesta čez prelaz Vršič je prevozna za osebna vozila z zimsko opremo.,Generation failed
"B1: Nesreče Na pomurski avtocesti je pred razcepom Dragučova proti Mariboru oviran promet. Na glavni cesti Žalec - Velenje je na nadvozu nad avtocesto močno oviran promet. Nastajajo zastoji. Zastoji Na ljubljanski obvoznici: - Od Brda proti Kosezam, - od Kosez proti Bežigradu. Na glavnih in regionalnih cestah: - Črnova - Velenje v obe smeri, - Medno - Ljubljana. Delovne zapore Vipavska hitra cesta bo zaprta med razcepom Nanos in Vipavo proti Vrtojbi od sobote od 7.30, do nedelje do 20. ure. Obvoz bo po regionalni cesti Razdrto - Vipava. Cesta Litija - Zagorje bo zaprta pri Šklendrovcu vsak dan med 8. in 17. uro do sobote, 14. decembra. Cesta Črnolica - Lesično bo zaprta med črnolico in Gorico pri Slivnici Slivnici od sobote od 7. ure, do nedelje do 16. ure. Cesta Mlačevo - Rašica bo zaprta zaradi obnove mostu pri Malem Mlačevem v soboto med 7. in 14. uro. Več o delovnih zaporah v prometni napovedi. Izredni prevoz Do sobote bo vsako noč potekal izredni prevoz po regionalnih cestah med Ljubljano in Koprom. Več na povezavi.",Zaradi del bo vipavska hitra cesta predvidoma od jutri od pol 8-ih zjutraj do nedelje do 20-ih zaprta med razcepom nanos in Vipavo proti Italiji- Obvoz bo po vzporedni regionalni cesti. Cesta Črnolíca-Lesíčno bo prav tako zaradi del pri Slivnici zaprta od jutri od 7-ih zjutraj do nedelje do 16-ih.,Generation failed
"B1: Ovire Žival na vozišču ovira promet na primorski hitri cesti pred prehodom Škofije proti Italiji. Okvara vozila ovira promet na štajerski avtocesti pred Domžalami proti Celju. Vreme Megla v pasovih zmanjšuje vidljivost ponekod po državi še posebno na Primorskem na območju med Postojno in Črnim Kalom. Vozite previdno! Delo na cesti Predvidene popolne zapore: - Cesta Ljubljana - Zadvor, v Sostrem, Litijska cesta bo zaprta predvidoma do 9. marca. Cesta Podtabor - Ljubelj je zaprta v Tržiču pri predorih. Čez prelaz Ljubelj proti Avstriji je dovoljeno samo za lokalni promet. Iz smeri Avstrije proti Sloveniji je promet možen do Podljubelja. Več o delovnih zaporah v prometni napovedi. Opozorila S 1. januarjem 2023 ni več mejnega nadzora na meji s Hrvaško. Vozite previdno, saj se na prehodih še vedno lahko pojavijo počasna ali stoječa vozila.",Glavna cesta Mengeš-Trzin je znova odprta v Mengšu. Zaradi sanacije zemeljskega plazu je cesta Podtabor-Ljubelj zaprta pri predorih v Tržiču. Cesta čez prelaz Vršič je prevozna samo za osebna vozila z verigami.,Generation failed
"B1: Zastoji Na štajerski avtocesti med razcepom Slivnica in Framom proti Ljubljani, zamuda 5 minut. Delo na cesti Štajerska avtocesta bo zaprta med Blagovico in Vranskim proti Mariboru od sobote, 18. 11., od 12. ure, do ponedeljka, 20. 11., do 6. ure zjutraj. Na priključku Trojane bo zaprt uvoz v obe smeri. Do 18. ure bo zaprta cesta Radeče - Sevnica, na Bregu. V soboto od 6. do 18. ure, bo zaprta cesta Brezovica - Podpeč, pri Notranjih Goricah zaradi obnove nivojskega prehoda. Več o delovnih zaporah v prometni napovedi. Opozorila V Sloveniji je zimska oprema obvezna do 15. marca. Vreme Popolni zapori zaradi poplav in zemeljskih plazov: - Most na Soči - Tolmin, pri Modreju. - Rateče - Planica. Na cesti Železniki - Most na Soči, med Knežo in Podbrdom je prepovedan promet za tovorna vozila. Zaprte so še številne ostale ceste, več na zemljevidu.",Na regionalni cesti Vrhnika-Ljubljana je zaradi nesreče promet na Brezovici urejen izmenično enosmerno. Zaradi del je krajši zastoj na dolenjski avtocesti med Grosupljim in Višnjo Goro proti Novemu mestu. Opozarjamo na nevarnost naleta.,Generation failed
"B1: Zastoji Na gorenjski avtocesti pred predorom Karavanke proti Avstriji, 3 kilometre. Občasno zapirajo predor proti Avstriji. Za Kranjsko Goro priporočamo izvoz Jesenice vzhod, Lipce. Na primorski avtocesti je na posameznih odsekih med Razdrtim in Brezovico proti Ljubljani, zgoščen promet z zastoji, zamuda 30 - 40 minut. Na cesti Logatec - Vrhnika. Mejni prehodi Čakalna doba je na mejnih prehodih Petrina, Vinica, Metlika, Obrežje in Gruškovje. Tovorni promet Omejitev prometa tovornih vozil, katerih največja dovoljena masa presega 7,5 tone: - V soboto, 13. avgusta, od 8. do 13. ure, na nekaterih primorskih cestah do 16. ure. - V nedeljo, 14. avgusta, med 8. in 22. uro. - V ponedeljek, 15. avgusta, med 8. in 22. uro. Delo na cesti Cesta Domžale - Šentjakob bo zaprta v Domžalah v križišču pri policijski postaji do nedelje, 14. avgusta, predvidoma do 20. ure. Na ljubljanski severni obvoznici potekajo dela med Zadobrovo in Tomačevim. Med Novimi Jaršami in Zadobrovo promet proti Zaloški poteka po dveh zoženih pasovih.","Zaradi prometne nesreče je na dolenjski avtocesti med izvozom in uvozom Dobruška vas zaprt vozni pas proti Obrežju. Nastaja zastoj. Na mariborski vzhodni obvoznici je zaradi pokvarjenega vozila pred razcepom Dragučova zaprt vozni pas proti Avstriji. 
Na razcepu pa je iz smeri Maribora proti Šentilju krajši zastoj zaradi del. Na primorski avtocesti so zastoji na posameznih odsekih od Postojne proti Brezovici. Čas potovanja se tam podaljša za približno 45 minut. Voznike v gneči prosimo, naj se razvrstijo na skrajni levi oziroma desni rob vozišča in v sredini pustijo prostor za intervencijska vozila.
Promet je zgoščen tudi proti Kopru, in sicer od razcepa Kozarje proti Vrhniki. Gneča je še na vzporedni regionalni cesti Logatec-Brezovica ter na cestah Lesce-Bled, Šmarje-Koper, Izola-Strunjan in Lucija-Strunjan. Pred predorom Karavanke je 4 kilometre dolg zastoj proti Avstriji. Predor zaradi varnosti občasno zapirajo. Voznikom, namenjenim proti Kranjski Gori, priporočamo izvoz Lipce.",Generation failed
"B1: Ovire Na štajerski avtocesti je pred Dramljami proti Ljubljani zaprt vozni pas zaradi okvare vozila. Burja Na primorski avtocesti je zaprt predor Kastelec proti Ljubljani, na odseku Kastelec - Kozina. Promet je preusmerjen na vzporedno cesto. Na vipavski hitri cesti med Nanosom in Selom je prepovedan promet za počitniške prikolice, hladilnike in vozila s ponjavami ter avtobuse, 3. stopnja. Na regionalni cesti Selo - Vogrsko - Ajševica je prepovedan promet za počitniške prikolice, hladilnike in vozila s ponjavami do 8 ton, 1. stopnja. Zimske razmere Prepovedi za tovorni promet: - Col - Črni Vrh velja prepoved za priklopnike in polpriklopnike. - na hrvaški strani mejnih prehodov Babno Polje in Petrina velja prepoved za priklopnike in polpriklopnike. Cesta čez prelaz Vršič je prevozna le za osebna vozila z verigami. Delo na cesti Glavna cesta Velenje - Slovenj Gradec je PONOVNO ODPRTA. Z deli so predčasno zaključili. Vipavska hitra cesta bo med Ajdovščino in Selom proti Italiji zaprta do ponedeljka, 27. februarja, do 5. ure. Zaprta bosta tudi uvoz Ajdovščina in izvoz Selo proti Italiji. Obvoz bo po vzporedni regionalni cesti. Cesta Litija - Zagorje bo zaradi izgradnje galerije zaprta pri Šklendrovcu vsako soboto med 7:30 in 13:30 do septembra 2023. Več o delovnih zaporah v prometni napovedi. Tovorni promet Danes do 22. ure velja splošna omejitev prometa tovornih vozil, katerih največja dovoljena masa presega 7,5 tone.","Na primorski avtocesti je zaradi burje zaprt predor Kastelec na odseku Kastelec-Kozina proti Ljubljani. Promet poteka po vzporedni regionalni cesti. Prav tako zaradi burje je na vipavski hitri cesti med Nanosom in Selom prepovedan promet za hladilnike in vsa vozila s ponjavami, na regionalni cesti Selo-Ájševica-Vogrsko pa prepoved velja za hladilnike in vozila s ponjavami, lažja od 8 ton. Cesta Mokronog-Boštánj je zaradi podrtega droga javne razsvetljave zaprta pri Tržiču. Zaradi zimskih razmer je na cesti Col-Črni Vrh in na hrvaški strani mejnih prehodov Babno Polje in Petrina prepovedan promet za priklopnike in polpriklopnike.",Generation failed
"B1: Zastoji Promet je zaradi popoldanske prometne konice povečan na cestah, ki vodijo iz mestnih središč, na mestnih obvoznicah in pred delovnimi zaporami. Delo na cesti Zaprta je cesta Lesično - Kozje, pri Kozjem, do 26. 5. V Ljubljani je na Dunajski cesti na območju nadvoza čez hitro cesto iz vseh smeri možno samo desno zavijanje. Skozi predor Karavanke na gorenjski avtocesti bo zaradi skeniranja promet potekal izmenično v noči na nedeljo, med 20. in 5. uro. Več o delovnih zaporah v prometni napovedi.",Zaradi del je krajši zastoj na obalni hitri cesti proti Kopru med razcepom Srmin in priključkom Bertoki. Prav tako so zaradi del krajši zastoji na severni ljubljanski obvoznici med krožiščem Tomačevo in razcepom Zadobrova v obe smeri ter na avtocestnem odseku od Šentilja proti Mariboru pred krožiščem Pesnica. Pokvarjeno vozilo ovira promet na dolenjski avtocesti med Rudnikom in priključkom Šmarje-Sap proti Obrežju.,Generation failed
"B1: Ovire Pnevmatika na cestišču ovira promet na primorski avtocesti pred priključkom Postojna proti Kopru Zastoji V Avstriji na avtocesti pred prehodom Šentilj proti Sloveniji, 5 - 6 kilometrov. Mejni prehodi Čakalna doba je na mejnem prehodu Obrežje. Prireditve Do nedelje, 19. 6., bo potekala kolesarska dirka po Sloveniji. V četrtek med 9:20 in 16:45 bodo kratkotrajne popolne zapore na relaciji Ptuj - Sveta Trojica - Lenart - Šentilj - Zgornja Kungota - Pesnica - Maribor - Hoče - Slovenska Bistrica - Poljčane - Loče - Ponikva - Šentjur - Šmarje pri Jelšah - Podplat - Rogaška Slatina. V Ljubljani bo danes več ulic zaprtih zaradi kolesarske parade. Vmes bosta popolnoma zaprti tudi Dunajska in Slovenska cesta. Promet bo oviran še na številnih drugih kot so Tivolska, Aškerčeva in Šmartinska cesta. Delo na cesti Cesta Tržič - Kranj bo pri Križah zaprta do sobote, 18. 6. 2022. Do 24. junija bo na primorski avtocesti zaprt izvoz Vrhnika iz smeri Kopra.","Na južni ljubljanski obvoznici proti Kozarjam je zaradi prometne nesreče zaprt prehitevalni pas med počivališčem Barje in priključkom Vič. Nastaja zastoj. Zaradi popoldanske prometne konice so zastoji na celotni ljubljanski obvoznici.
Promet je še vedno zgoščen na glavni cesti Postojna-Pivka pri Prestranku v obe smeri ter na primorski avtocesti proti Ljubljani med Uncem in Vrhniko. Na mejnem prehodu Gruškovje vozniki osebnih vozil na vstop v Slovenijo in izstop iz nje čakajo do 1 uro, na Obrežju pa vozniki tovornih vozil samo na vstop čakajo več kot 2 uri.",Generation failed
"B1: Zastoji V Avstriji na avtocesti pred prehodom Šentilj proti Sloveniji, 4 - 5 kilometrov. Mejni prehodi Čakalna doba je na mejnem prehodu Obrežje. Prireditve Do nedelje, 19. 6., bo potekala kolesarska dirka po Sloveniji. V četrtek med 9:20 in 16:45 bodo kratkotrajne popolne zapore na relaciji Ptuj - Sveta Trojica - Lenart - Šentilj - Zgornja Kungota - Pesnica - Maribor - Hoče - Slovenska Bistrica - Poljčane - Loče - Ponikva - Šentjur - Šmarje pri Jelšah - Podplat - Rogaška Slatina. V Ljubljani bo danes več ulic zaprtih zaradi kolesarske parade. Vmes bosta popolnoma zaprti tudi Dunajska in Slovenska cesta. Promet bo oviran še na številnih drugih kot so Tivolska, Aškerčeva in Šmartinska cesta. Delo na cesti Cesta Tržič - Kranj bo pri Križah zaprta do sobote, 18. 6. 2022. Do 24. junija bo na primorski avtocesti zaprt izvoz Vrhnika iz smeri Kopra.",Na štajerski avtocesti proti Ljubljani je zaradi pokvarjenega vozila oviran promet med priključkoma Domžale in Šentjakob. V Ljubljani bo do 20-ih zaradi kolesarske parade zaprtih več ulic. Na mejnem prehodu Obrežje vozniki tovornih vozil na vstop v državo čakajo več kot 2 uri.,Generation failed
"B1: Delo na cesti Napoved del za soboto 24. septembra 2022: - Na štajerski avtocesti bo med 5. in 21. uro zaprt izvoz Dramlje proti Ljubljani. - Na severni ljubljanski obvoznici bo med 5. in 23. uro na priključku Podutik, zaprt izvoz na Podutiško cesto iz smeri Kosez. - Na dolenjski avtocesti bodo popolne zapore na priključkih Novo mesto vzhod med 15. in 15:45 Popolne zapore - obvozi so urejeni: - Na primorski avtocesti je zaprt uvoz Divača proti Kopru. Več. - Na gorenjski avtocesti je na priključku Vodice zaprt uvoz proti Karavankam. - Ljubljana - Šentvid - Vodice, v Tacnu, do 22. decembra. - Na italijanski strani ceste čez prelaz Predel bodo nočne popolne zapore, do 17. 10., med 19. in 6. uro. Delovne zapore, povezave: ljubljanska severna obvoznica.",Zaradi pokvarjenega tovornega vozila je na ljubljanski južni obvoznici proti razcepu Malence zaprt vozni pas pred priključkom Ljubljana-zahod. Na štajerski avtocesti proti Mariboru je zaradi pokvarjenega vozila oviran promet pred predorom Podmilj. Na mejnem prehodu Gruškovje je povečan promet osebnih in tovornih vozil pri vstopu v državo.,Generation failed
"B1: Nesreče Oviran promet na primorski hitri cesti med razcepom Srmin in priključkom Škofije proti Italiji. Zastoji Na gorenjski avtocesti je zastoj tovornih vozil pred predorom Karavanke v smeri Avstrije, 2 kilometra. Upočasnjen promet je zaradi jutranje konice med drugim na štajerski in dolenjski avtocesti iz smeri Lukovice in Grosuplja proti Ljubljani. Ovire Pešec na primorski avtocesti na uvozu Logatec proti Kopru. Predmet na pomurski avtocesti med priključkom Sveti Jurij ob Ščavnici in predorom Cenkova proti Mariboru. Opozorila Cesta čez prelaz Vršič je zaprta zaradi snežnega plazu. Delo na cesti Nočne zapore ta teden: - V noči na torek in v noči na sredo bo med 20. in 5. uro promet skozi predor Karavanke potekal izmenično enosmerno. Za prehod predora bo treba počakati približno 30 minut. - Na ljubljanski obvoznici bo v noči na torek med 0:00 in 0:30 popolna zapora v razcepu Malence. Zaprta bo cesta od predora Golovec proti priključku Ljubljana jug. Obvoza ne bo. Več o delovnih zaporah v prometni napovedi.",Zaradi del na gorenjski avtocesti med priključkoma Jesenice in Podtabor promet v obe smeri poteka po dveh zoženih pasovih. Prav tako sta zaprta priključka Brezje proti Ljubljani in Radovljica proti Karavankam. Pred predorom Karavanke je 3 kilometre dolg zastoj tovornih vozil proti Avstriji. Cesta čez prelaz Vršič je zaradi plazu zaprta.,Generation failed
"A1: Pozor! Pomurska avtocesta je zaprta med priključkoma Murska Sobota in Vučja vas proti Mariboru zaradi gorečega vozila. B1: Nesreče Na primorski avtocesti sta zaprta vozni in počasni pas med počivališčem Lom in priključkom Unec proti Kopru. Na ljubljanski severni obvoznici zaprt prehitevalni pas med priključkoma Bežigrad in Tomačevo proti Zadobrovi. Zastoji - na ljubljanski severni in zahodni obvoznici od Celovške proti Kozarjam in na ljubljanski južni obvoznici od Malenc proti razcepu Kozarje in naprej po primorski avtocesti proti Vrhniki; - na primorski avtocesti na posameznih odsekih med Razdrtim in Ljubljano v obe smeri; - na gorenjski avtocesti pred predorom Karavanke proti Avstriji, 1 kilometer; - na cestah Ljubljana - Brezovica - Vrhnika, Seča - MP Sečovlje in Šmarje - Koper. Zamude: - Koper - Ljubljana približno ena ura; - Ljubljana - Koper približnoena ura. Ovire Počivališči Lukovica in Lopata na štajerski avtocesti, med Ljubljano in Celjem proti Mariboru, sta zasedeni. Cesta Ruše - Lovrenc na Pohorju je zaprta zaradi plazu pri Fali. Mejni prehodi Čakalna doba je na mejnih prehodih Sečovlje, Dragonja, Sočerga, Starod, Jelšane, Gruškovje in Zavrč. Prireditve Do nedelje, 19. 6., bo potekala kolesarska dirka po Sloveniji. Danes do 16.45 bodo občasne popolne zapore na relaciji Ptuj - Sveta Trojica - Lenart - Šentilj - Zgornja Kungota - Pesnica - Maribor - Hoče - Slovenska Bistrica - Poljčane - Loče - Ponikva - Šentjur - Šmarje pri Jelšah - Podplat - Rogaška Slatina. Delo na cesti Cesta Tržič - Kranj bo pri Križah zaprta do sobote, 18. 6. 2022. Do 24. junija bo na primorski avtocesti zaprt izvoz Vrhnika iz smeri Kopra.","Na štajerski avtocesti proti Ljubljani je zaradi predmeta na vozišču nastal 3 kilometre dolg zastoj med Krtino in Šentjakobom. Opozarjamo na nevarnost naleta.
V predoru Trojane promet ni več oviran zaradi pokvarjenega tovornjaka. Tudi zastoj od Žalca proti Vranskemu se zmanjšuje. Zastoji so še vedno na celotni zahodni in južni ljubljanski obvoznici proti Primorski ter na cestah Šmarje-Koper in Portorož-Izola. Na primorski avtocesti proti Ljubljani so zastoji na posameznih odsekih med Razdrtim in Brezovico.",Generation failed
"B1: Ovire Predmet na avtocesti Gabrk - Fernetiči, na razcepu Gabrk iz smeri Kopra proti Sežani. Okvara vozila na štajerski avtocesti med Šempetrom in Žalcem proti Mariboru. Delo na cesti Predvidene popolne zapore: - Kranj - Jezersko, pri Hotemažah, do nedelje do 18. ure. - Šentjur - Črnolica, pri Šentjurju železniški prehod, od sobote od 7. ure, do nedelje do 19. ure. - Gaber - Uršna sela - Novo mesto, pri Birčni vasi, predvidoma od sobote od 7. ure, do nedelje do 18. ure. - Poljana - Šentvid, med Poljano in Mežico, v soboto od 7. do 16. ure. - Cesta Petrina - Grivac - Mirtoviči pri Gladloki, bo zaprta od ponedeljka, 9. 10., od 7. ure dalje, do 30.10. Na primorski avtocesti: - med Brezovico in Kozarjami proti Ljubljani bo promet potekal po enem prometnem pasu v soboto, med 6.30 in 21. uro. Pričakujemo zastoje. Več o delovnih zaporah v prometni napovedi.",Zastoj je na primorski avtocesti od Vrhnike proti Ljubljani. Čas potovanja se podaljša za približno 15 minut. Zastoji so tudi na cestah Vrhnika-Brezovica in Lavrica-Škofljica. Zaradi nesreče je na dolenjski avtocesti proti Obrežju oviran promet med priključkoma Brežice in Obrežje. Na primorski avtocesti bo jutri od 6.30 do 21-ih zaradi del promet proti Ljubljani med priključkom Brezovica in razcepom Kozarje tekel samo po enem prometnem pasu. Pričakovati je zastoje.,Generation failed
"B1: Zastoji Zaradi popoldanske prometne konice nastajajo zastoji na cestah, ki vodijo iz mestnih središč in na mestnih obvoznicah. Na ljubljanski obvoznici iz Ljubljane proti Šmarju-Sap, Brezovici in Sneberjam. Na primorski hitri cesti skozi delovno zaporo med Bertoki in Izolo proti Izoli. Ovire Okvarjeno vozilo ovira promet na: - gorenjski avtocesti pri priključku Kranj vzhod proti Ljubljani; - severni ljubljanski obvoznici na izvozu Nove Jarše iz smeri Zadobrove. Na regionalni cesti Preddvor - Sp. Jezersko - Jezerski vrh je zaradi podora kamenja pri Spodnjih Fužinah promet urejen izmenično enosmerno. Delo na cesti Zaradi sanacije nadvozov na primorski avtocesti med Vrhniko in Brezovico proti Ljubljani bosta v soboto in nedeljo, 27. in 28. 1. 2024, zaprta vozni in odstavni pas med 7. in 17. uro. V soboto, 27. 1. 2024, bo zaradi izgradnje galerije Šklendrovec zaprta cesta Litija - Zagorje od 7.30 do 17. ure. Več o delovnih zaporah v prometni napovedi.",nan,Generation failed
"B1: Ovire Na gorenjski avtocesti je zaradi natovarjanja izrednega tovora zaprt vozni pas med Radovljico in Lescami proti Jesenicam. Zaradi okvare vozila je oviran promet na dolenjski avtocesti med Novim mestom zahod in Karteljevim proti Ljubljani. Mejni prehodi Cesta Cankova - Kuzma bo na prehodu Cankova zaprta do 14. 9. 2022 zaradi del na avstrijski strani. Delo na cesti Popolne zapore - obvozi so urejeni: - Na gorenjski avtocesti je na priključku Vodice zaprt uvoz proti Kranju. Obvoz je preko priključka Brnik. - Zaradi pripravljalnih del je zaprt prehitevalni pas na vipavski hitri cesti med priključkom Šempeter in mejnim prehodom Vrtojba v obe smeri. - Do 19. ure bo zaprta regionalna cesta Trbonje - Vuhred, v Vuzenici, zaradi del na železniškem prehodu. Obvoz preko Radelj ob Dravi. - Do 13. 9. do 21. ure bo zaprta glavna cesta Zidani Most - Hrastnik, pri Zidanem Mostu, zaradi del na železniškem prehodu. Obvoz preko Marnega. - Cesta Ljubljana - Šentvid - Vodice bo v Tacnu zaprta od 12. 9. od 9. ure, do 22. 12. 2022 do 19. ure. Obvoz bo možen po avtocesti med priključkoma Brod in Šmartno v obe smeri, tudi za vozila brez vinjete. Delovne zapore, povezave: ljubljanska severna obvoznica in cesta Kranj – Jeprca.","Gost promet z zastoji je na dolenjski avtocesti med Višnjo Goro in priključkom Šmarje-Sap proti Ljubljani. Na štajerski avtocesti proti Ljubljani je zaradi pokvarjenega tovornjaka promet oviran med Blagovico in Lukovico. Pred predorom Karavanke je 3 kilometre dolg zastoj tovornih vozil proti Avstriji. Na mejnem prehodu Gruškovje vozniki tovornih vozil na vstop v državo čakajo 1 uro, na Obrežju pa do pol ure.",Generation failed
"B1: Nesreče Na štajerski avtocesti je zaprt počasni pas pred predorom Podmilj proti Mariboru. Ovire Na A2, Ljubljana - Karavanke, priključek Vodice - priključek Brnik v smeri Karavank, Avstrije, okvara vozila, oviran promet. Delo na cesti Cesta Dragarji - Medvedjek - Draga, pri Dragi bo zaprta do 16. decembra zaradi gradnje vodovoda. Od petka od 21. ure, do nedelje predvidoma do 15. ure, bo zaprta štajerska avtocesta med priključkoma Vransko in Blagovica proti Ljubljani. Zaprti bodo tudi uvoz Vransko in izvoz Blagovica proti Ljubljani ter uvoz Trojane proti Ljubljani in tudi proti Mariboru. Vipavska hitra cesta bo zaprta med 20. in 22. oktobrom, med 20. in 5. uro: - V noči na soboto med Vipavo in razcepom Nanos proti Ljubljani, Kopru. - V noči na nedeljo med razcepom Nanos in Vipavo proti Vrtojbi. Več o delovnih zaporah v prometni napovedi. Prireditve Ta vikend bo Ljubljanski maraton. Več.",Podatki o prometu. Zaradi del na gorenjski avtocesti promet poteka samo po enem prometnem pasu med priključkom Jesenice in počivališčem Jesenice v obe smeri. Tudi na pomurski avtocesti je zaradi del  v obe smeri oviran promet med priključkom Turnišče in razcepom Dolga vas. V Ljubljani je zaradi prometne nesreče oviran promet na Dolenjski cesti pri bencinskem servisu.,Generation failed
"B1: Nesreče Na cesti Rogatec - Dobovec je zaradi prometne nesreče promet urejen izmenično enosmerno pri mejnem prehodu Dobovec. Ovire Na južni ljubljanski obvoznici je zaradi tovornega vozila v okvari zaprt izvoz Ljubljana Jug proti Malencam. Zaradi izrednega prevoza je trenutno kratkotrajno zaprt predor Karavanke proti Avstriji. Mejni prehodi Čakalna doba je v Jelšanah, Obrežju in Gruškovju. Opozorila V sredo, 27. 4., bo med 8. in 22. uro, zaradi praznika veljala splošna omejitev prometa tovornih vozil, katerih največja dovoljena masa presega 7,5 t.","Na južni ljubljanski obvoznici je zastoj proti primorski avtocesti, ki sega skoraj do priključka Rudnik. Čas potovanja se tam podaljša za približno četrt ure. Na regionalni cesti Ljubljana - Vrhnika je zastoj pred delovno zaporo pri priključku Brezovica proti Vrhniki. Glavna cesta Rogatec - Dobovec je zaradi prometne nesreče zaprta. Na Obrežju sta povečana promet osebnih vozil pri izstopu iz države ter promet tovornih vozil pri vstopu vanjo.
V Gruškovju  vozniki tovornih vozil na vstop čakajo do 2 uri.",Generation failed
"B1: Vreme Ponekod po državi megla zmanjšuje vidljivost. Cesta čez prelaz Vršič je prevozna samo za osebna vozila. Mejni prehodi Čakalna doba je na mejnih prehodih Obrežje, Dobovec in Gruškovje. Dela Cesta Ilirska Bistrica - Podgrad je zaprta pri odcepu za Podbeže do 24. januarja. Obvoz za vozila do 7,5 tone in avtobuse je po cesti Podgrad - Obrov - Pregarje - Harije. Za vozila nad 7,5 tone pa po primorski avtocesti.","Na severni ljubljanski obvoznici proti Kranju promet pred priključkom Šiška ni več oviran zaradi nesreče. Še vedno pa je tam krajši zastoj. Pred predorom Karavanke je kilometer dolga kolona tovornih vozil proti Avstriji. Na mejnem prehodu Gruškovje vozniki tovornih vozil na vstop v Slovenijo čakajo 2 uri, v Dobovcu in na Obrežju pa 1 uro.",Generation failed
"B1: Ovire Žival na vozišču ovira promet na štajerski avtocesti pred Šentjakobom proti Ljubljani. Okvarjeno vozilo ovira promet na dolenjski avtocesti med Dobruško vasjo in Smednikom proti Obrežju. Tovorni promet Omejitev prometa tovornih vozil, katerih največja dovoljena masa presega 7,5 t, zaradi velikonočnih praznikov velja danes in v ponedeljek, 10. aprila, med 8. in 22. uro. Delo na cesti Na dolenjski avtocesti med Ivančno Gorico in Bičem proti Obrežju promet poteka po enem zoženem pasu, proti Ljubljani pa po dveh zoženih pasovih. Na gorenjski avtocesti med galerijo Moste in Podtaborom bo predvidoma od torka, 11. 4., promet v obe smeri potekal po dveh zoženih pasovih. Več o delovnih zaporah v prometni napovedi.",Na štajerski avtocesti je zaradi pokvarjenega vozila oviran promet na uvozu Slovenska Bistrica-jug proti Ljubljani. Zaradi del je na primorski avtocesti zaprt razcep Srmin iz smeri Ljubljane proti Škofijam.,Generation failed
"B1: Nesreče Na štajerski avtocesti med Blagovico in Lukovico pri Kompoljah proti Ljubljani so odstranili posledice nesreče. Vreme Ponekod megla v pasovih zmanjšuje vidljivost. Prilagodite hitrost trenutnim razmeram na cesti. Zastoji Promet je zaradi jutranje prometne konice povečan na cestah, ki vodijo v mestna središča ter na mestnih obvoznicah. Gneče, zastoji nastajajo predvsem na cestah ki vodijo proti Ljubljani. Tovorni promet Na ljubljanski severni obvoznici je med Kosezami in Zadobrovo v obe smeri prepovedan tovorni tranzitni promet nad 7,5 t, do zaključka del med Tomačevim in Zadobrovo. Delo na cesti Napoved del: - Na gorenjski avtocesti bo promet skozi predor Karavanke, danes v sredo in četrtek, med 8. in 16. uro, potekal izmenično enosmerno. - Cesta Stročja vas - Pavlovci bo pri Pavlovcih zaprta predvidoma v torek, sredo in četrtek ta teden. Obvozi bodo urejeni in označeni. Začetek zapore po 7. uri zjutraj. Cesta Petrovci - Kuzma bo v Gornjih Petrovcih zaprta do nedelje, 26. marca. Cesta čez Pavličevo sedlo bo zaradi del na avstrijski strani zaprta do 31. marca. Več o delovnih zaporah v prometni napovedi. Zimske razmere Cesta čez prelaz Vršič je prevozna samo za osebna vozila z verigami.",Zaradi pokvarjenega tovornega vozila je na štajerski avtocesti med priključkoma Fram in Slovenska Bistrica-sever zaprt pas za počasna vozila proti Ljubljani. Od 8-ih do 16-ih pa bo zaradi del promet skozi predor Karavanke urejen izmenično enosmerno.,Generation failed
